Product Name,Original Data Column 1 (Breadcrumb),Original Data Column 2 (Ausführung),Supplier Article Number,EAN/GTIN,Article Number,Product Description,Supplier,Supplier-URL,Product Image URL,Manufacturer,Original Data Column 3 (Add. Description)
CLEAN and CLEVER SMART Toilettenpapier SMA 100,waschraum-hygiene/toilettenpapier/-spender/kleinrollen-toilettenpapier/kleinrollen-toilettenpapier,SMA100 Topa weiß 2lg,2232081,4024009004728,P4728,"Kleinrollen-Toilettenpapier, weich und reißfest, perforiert,
geprägt, Verpackungsfolie Einzelpaket aus mind. 60 %
Rezyklat, Abrisse 250, Breite Blatt 9,5 cm, Farbe weiß, 2-
lagig, Länge Blatt 11 cm, Material 100 % Recycling, Öko-
Label EU Ecolabel (Euro-Blume), Blauer Engel, 1 Paket à 8 x
8 Rll.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-toilettenpapier-sma-100-sma100-topa-weiss-2lg/YCaV4p5r6wYSyArMCCwxQc,https://media.igefa.de/files/images_idealclean/2232081.jpg,CLEAN and CLEVER SMART,
Kolibri GREEN Untersuchungshandschuhe,persönliche-schutzausrüstung-psa/handschutz/untersuchungshandschuh-und-fingerling/untersuchungshandschuh-unsteril-vinyl-puderfrei,Gr.M,2168402,4024009010934,3000011662,"Dieser nachhaltige Untersuchungshandschuh kann in zahlreichen Anwendungen sowohl im Alten- und Pflegeheim, in der Arzt- und Dentalpraxis als auch bei der mobilen Pflege eingesetzt werden. Durch den zuverlässigen Schutz vor Viren, Pilzen und
Bakterien bietet er sich auch im infektiösen Umfeld an. Dieser Handschuh ist Beschleuniger-frei und wurde mit 10 % weniger Wasser und 15 % weniger Co2, chlorfrei produziert.",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-green-untersuchungshandschuhe-gr-m/NBNXuGjDmdRzdyjEmXvX9U,https://media.igefa.de/files/images_idealclean/2168402.jpg,Kolibri,"öl- & fettbeständig, virenbeständig gemäß EN ISO 374-5, Desinfektionsmittel- & Zytostatika-beständig, sehr hohe Tastsensibilität & hervorragende Passform, ohne Naturlatex-Proteine (geeignet für Latexallergiker), Handschuhbox besteht zu 80 % aus recycletem Papier, beständig als Spritzschutz gegen viele verdünnte Chemikalien"
CLEAN and CLEVER PROFESSIONAL Magnet-Klapphalter PRO 305,mobile-reinigung/halter/halter/halter,40 cm 470 g,2173510,4024009033407,303408,"Kunststoff-Klapphalter mit Magnetverschluss, ideale
Passform für alle handelsüblichen Wischbezüge, extrem
robust, gewährleistet durch einfaches Handling eine
schnellere Reinigung, optimiertes Gewicht ermöglicht
ergonomisches Arbeiten, mit Doppelgelenk, mit
Schraubverbindung mit Edelstahlschraube zur Befestigung des
Stiels, passend zu CLEAN and CLEVER Alustiel und
Teleskopstiel, Arbeitsbreite 40 cm, Farbe schwarz / grau,
Gewicht 470 g, Material Polypropylen, 1 Stück, (Krt à 10
Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-magnet-klapphalter-pro-305-40-cm-470-g/Uoyyg7todZp3PmHpnpNioC,https://media.igefa.de/files/images_idealclean/2173510.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Vollwaschmittel PRO 42,reinigungschemie/textilreinigung/waschmittel/vollwaschmittel/-alleinwaschmittel,PRO42 Vollwaschmittel 12kg,2133803,4024009032790,691095,"phosphatfrei, mit praktischem Zipper-Verschluss und
ergonomischem Tragegriff (12 kg Sack), exzellentes
Einspülverhalten, besonders wirtschaftlich im Einsatz,
hervorragende Waschkraft durch spezielle Tensidkombination,
bleicht intensiv auch bei niedrigen Temperaturen, entfernt
selbst hartnäckige Flecken wie Blut, Eiweiß, Kaffee, Tee,
Rotwein etc. spezielle Aufheller sorgen für ein brillantes
Weiß, verleiht der Wäsche einen angenehmen Frischeduft, zur
Reinigung und Pflege aller wasch- und bleichbaren Textilien,
außer Wolle und Seide, im Temperaturbereich von 30 – 95° C
einsetzbar, für alle Maschinensysteme und
Wasserhärtebereiche geeignet, 1 Sack à 12 kg.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-vollwaschmittel-pro-42-pro42-vollwaschmittel-12kg/CsB387J7hiZKTEVwvQdPnf,https://media.igefa.de/files/images_idealclean/2133803.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Taschentuch PRO 69,waschraum-hygiene/hand-und-körperhygiene/taschentücher/taschentücher,Zellstoff hochweiß,2173714,4024009033490,418522,Die Taschentücher PRO 69 sind für beanspruchte Nasen hervorragend geeignet.,igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-taschentuch-pro-69-zellstoff-hochweiss/WFJNWQETmapqGx2BudQF7B,https://media.igefa.de/files/images_idealclean/2173714.jpg,CLEAN and CLEVER PROFESSIONAL,"hautfreundlich, samt & supersoft, Material: 100% Zellstoff, durch 4 Lagen besonders saugfähig & reißfest, verpackt in praktischer, wiederverschließbarer Tasche"
CLEAN and CLEVER PROFESSIONAL Seifencrème classic PRO 92-8,waschraum-hygiene/hand-und-körperhygiene/handseife-flüssig/handseife-flüssig,perlmuttweiß,2117579,4024009026188,2117579,"CLEAN and CLEVER PROFESSIONAL Seifencreme classic PRO 92-8 ist für den Einsatz in Waschräumen jeder Art, z. B. in Gastronomie und Hotellerie, Bahnhöfen, Schulen etc. geeignet.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-seifencr-me-classic-pro-92-8-perlmuttweiss/asQBz9ZEqZbSpQKHqY6ivS,https://media.igefa.de/files/images_idealclean/2117579.jpg,CLEAN and CLEVER PROFESSIONAL,"alkali- & silikonfrei, angenehm schäumend, ausgezeichnete Waschkraft, gutes Schmutzlösevermögen, milde, hochwertige Waschlotion, frei von organisch gebundenen Halogenen, Hautverträglichkeit dermatologisch bestätigt, dem natürlichen pH-Wert der Haut angepasst, mit ausgewählten pflegenden Hautschutzkomponenten"
Starline Seifencrème,waschraum-hygiene/hand-und-körperhygiene/handseife-flüssig/handseife-flüssig,Pumpflasche Handseife,2117589,4024009026195,2117589,"Für den Einsatz in jeder Art von Waschräumen, z.B. in Gastronomie, Hotellerie, Schulen, Bahnhöfen sowie Bürogebäuden geeignet.",igefa Handelsgesellschaft,https://store.igefa.de/p/starline-seifencr-me-pumpflasche-handseife/zfNsozauJomB7qv85eaUza,https://media.igefa.de/files/images_idealclean/2117589.jpg,Starline,"pH-hautneutral, alkali- & silikonfrei, hinterlässt ein zartes Hautgefühl, Hautverträglichkeit dermatologisch getestet, hervorragend geeignet für häufiges Händewaschen, angenehm leicht parfümiert (blumig, frische Duftnote)"
HydroVital Classic Duschgel & Shampoo 2in1,waschraum-hygiene/hand-und-körperhygiene/haut-und-haarreinigung/haut-und-haarreinigung,HydroVital Classic Duschgel & Shampoo 200 ml Eine erfrischende Reinigung für jeden Tag 200 ml,2157970,4024009031793,94113,"mildes Duschgel zur täglichen Reinigung, Duschgel und
Shampoo in einem Produkt, spendet Feuchtigkeit, 1 Flasche à
200 ml, (Krt à 24 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/hydrovital-classic-duschgel-shampoo-2in1-hydrovital-classic-duschgel-shampoo-200-ml-eine-erfrischende-reinigung-fuer-jeden-tag-200-ml/HXbXvkCKrxfxf3yv95FhpR,https://media.igefa.de/files/images_idealclean/2157970.jpg,HydroVital Classic,
CLEAN and CLEVER PROFESSIONAL Geschirrspül-Powertabs 10 in 1 PRO 125,reinigungschemie/küchen-und-geschirrreinigung/maschinelles-spülen/spültabs,PRO125 Geschirr-Powertabs10in1,2214015,4024009000980,001-022-237-01,"phosphat- und chlorfreie Multitabs zum Einsatz in
Haushaltsspülmaschinen, sorgen für perfekte Sauberkeit und
strahlend glänzendes Geschirr, Vorteil: 1 Tab = 10
Funktionen, 1. Reiniger: hochaktive Einweichstoffe sorgen
für perfekte Sauberkeit, 2. Klarspüler: verhindert Kalk-
und Wasserflecken und sorgt für streifenfreien Glanz, 3.
Salz-Ersatzstoffe: enthärten das Wasser, verhindern
Kalkablagerungen und sorgen für ein optimales Spülergebnis,
4. Glasschutz: schützt vor Glaskorrosion und verleiht
langanhaltenden Glanz, 5. Maschinenhygiene: wirkt gegen
Fettablagerungen für eine saubere Spülmaschine, 6.
Schnelltrocknungsfunktion: beschleunigt die Trocknung des
Geschirrs, 7. Geruchsneutralisator: wirkt durch ein
frisches Dufterlebnis nach dem Spülen gegen schlechte
Gerüche, 8. Niedrigtemperatur-Bleichaktivator: verbesserte
Entfernung von Kaffee- und Tee-Anschmutzungen bereits ab
40° C, kein Kurz-/Schnellprogramm verwenden, 9.
Metallschutz: für perfekte Edelstahlpflege zum Schutz der
Maschine, 10. Entkruster: bietet zusätzliche Kraft - hilft
hartnäckige Verschmutzungen wie Eingebranntes, Angebackenes,
Fettverkrustungen wirksam zu entfernen, 1 Packung à 50 x
19 g, (Krt à 5 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-geschirrspuel-powertabs-10-in-1-pro-125-pro125-geschirr-powertabs10in1/qEweN6MBZ7xES3rPAQnrBK,https://media.igefa.de/files/images_idealclean/2214015.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Microfasertuch plus SMA 61,reinigungshilfen/reinigungstücher-mehrweg/microfasertücher/microfasertücher,Rot,2133818,,157899/157895,"mit leichten Abrasivstreifen für hervorragende
Schmutzentfernung, besonders saugfähig, reinigt gründlich
fussel- und streifenfrei, besonders angenehm im Griff,
lange haltbar, kochfest bis 95° C, ohne Weichspüler,
trocknergeeignet, mit und ohne Chemie einsetzbar, für die
tägliche Unterhaltsreinigung in allen Einsatzbereichen,
besonders gut für Reinigungsarbeiten in Küchen-, Bad- und
Sanitäreinrichtungen aufgrund der hohen
Wasseraufnahmekapazität, vielseitig einsetzbar u. a. zur
Reinigung von Fliesen, Fensterrahmen, Möbeln,
elektronischen Geräten, Tastaturen usw. anwendbar auf
unempfindlichen Oberflächen aus Edelstahl, Glas, Keramik,
Chrom, Emaille usw. zur Trocken-, Sprüh-, Feucht- und
Nassreinigung geeignet, Breite 40 cm, Farbe rot, Länge 40
cm, Material 85 % Polyester / 15 % Polyamid, 1 Stück, (Krt
à 10 x 10 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-microfasertuch-plus-sma-61-rot/cuxQuXgmibJ5cusafkkP66,https://media.igefa.de/files/images_idealclean/2133818.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Ultranetzender Reiniger PRO 24,reinigungschemie/bodenreinigung/unterhaltsreiniger/wischpflege,PRO24 Ultranetzender Reiniger,2173302,4024009033766,750001038,"Hochleistungsreiniger zur manuellen und maschinellen Reinigung von elastischen Bodenbelägen wie z.B. PVC, Linoleum, Gummi sowie glasierten und unglasierten Feinsteinzeugfliesen, Natur- und Kunststein sowie insbesondere von wasserabweisenden
Bodenflächen. Auch für PU-beschichtete Böden geeignet.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-ultranetzender-reiniger-pro-24-pro24-ultranetzender-reiniger/XVznJhi5M3mqCyBt2XKdr3,https://media.igefa.de/files/images_idealclean/2173302.jpg,CLEAN and CLEVER PROFESSIONAL,"sehr gute Schmutzlösekraft, hervorragende Netzungseigenschaften, rückstands- sowie streifenfreie Reinigung & Trocknung, zur manuellen & maschinellen Reinigung von elastischen Bodenbelägen geeignet"
CLEAN and CLEVER PROFESSIONAL Sanitärgrundreiniger PRO 84,reinigungschemie/sanitärraumreinigung/sanitärgrundreiniger/sanitärgrundreiniger,PRO84 Sanitärgrundreiniger 1l,2110774,4024009019135,750001030,"viskoser Sanitärgrundreiniger auf Phosphorsäurebasis, löst
schnell und mühelos Kalk, Urinstein, Rost, Kalkstein,
kalkgebundene Zementschleier sowie selbst festhaftende
Rückstände von Hautfett und Seife, sehr gute Haftung auch
auf senkrechten Flächen, zur Reinigung aller wasser- und
säurebeständigen Oberflächen und Materialien, wie z. B.
Fliesen, Waschbecken und WCs im gesamten Nassraum-,
Schwimmbad- und Sanitärbereich, geeignet z. B. für
Sanitärporzellan, Chrom- und Edelstahloberflächen,
farbechten Kunststoff, säurefeste Wand- und Bodenfliesen, 1
Flasche à 1 Ltr, (Krt à 12 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-sanitaergrundreiniger-pro-84-pro84-sanitaergrundreiniger-1l/as6vGdQ2ooJ7hXcYHZRcB3,https://media.igefa.de/files/images_idealclean/2110774.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Maschinenpfleger PRO 126,"reinigungschemie/küchen-und-geschirrreinigung/maschinelles-spülen/spülreiniger,-flüssig",f. Haushaltsgeschirrspülmasch.,2173202,4024009033049,782,"beseitigt kraftvoll Fett- und Kalkablagerungen sowie
unangenehme Gerüche, sorgt für volle Spülkraft, auch zum
Säubern und Pflegen der Türdichtungen geeignet, sorgt für
hygienische Sauberkeit in Haushaltsgeschirrspülmaschinen, 1
Flasche à 250 ml, (Krt à 12 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-maschinenpfleger-pro-126-f-haushaltsgeschirrspuelmasch/yT8kWuLtk5bbAGGS46C6Qi,https://media.igefa.de/files/images_idealclean/2173202.jpg,CLEAN and CLEVER PROFESSIONAL,
"CLEAN and CLEVER PROFESSIONAL Grill-, Backofen- und Konvektomatenreiniger PRO 132",reinigungschemie/küchen-und-geschirrreinigung/gerätereiniger/backofen-/-grill-und-konvektomatenreiniger,PRO132 Grill-/Backofen- 2x1l,2202350,4024009000430,1000940734053,"hochalkalischer Reiniger stark verschmutzter Geräte in
Küchen und Lebensmittel verarbeitenden Betrieben, entfernt
kraftvoll angebrannte sowie verharzte Back-, Brat- und
Grillrückstände, Rauchteer etc. gut materialverträglich mit
Edelstahl, Kunststoff, Stein und Porzellan, leicht
abspülbar (gemäß LMBG), schaumaktiv, für den Einsatz in
Gastronomie, Hotellerie, Stationsküchen in Krankenhäusern
sowie Heimen uvm. empfohlen, zur Reinigung von Grill- und
Backöfen, Konvektomaten, Fahrwagen, Backblechen,
Transportbändern, Arbeitsgeräten, Maschinen, Behältern und
Böden, 1 Karton à 2 x 1 Ltr.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-grill-backofen-und-konvektomatenreiniger-pro-132-pro132-grill-backofen-2x1l/EPNRwzgDhZ24FbrKtEmju4,https://media.igefa.de/files/images_idealclean/2202350.jpg,,
CLEAN and CLEVER PROFESSIONAL Chemikalienschutzhandschuhe Nitril PRO 57,persönliche-schutzausrüstung-psa/handschutz/chemikalienhandschutz/chemikalienhandschutz-mit-trägermaterial,Gr.M,2134142,4024009028854,2134142,"Chemikalienschutzhandschuhe, sehr guter Schutz durch extra
langen Schaft, hautschonend, da frei von Latexproteinen,
anatomisch geformt, mit geradem Rand, hoher Tragekomfort,
da Innenseite mit Baumwolle beflockt, schweißabsorbierend,
gute Griffsicherheit durch strukturierte Außenseite,
Mehrweg-Handschuh für den Einsatz in der professionellen
Reinigung, zum Schutz beim Hantieren mit Chemikalien sowie
gewerblichen Arbeitsschutz, persönliche Schutzausrüstung
gemäß EN 420 sowie PSA-Verordnung (EU) 2016/425, Widerstand
gegen Bakterien und Pilze gemäß EN ISO 374-5:2016, kann bei
der Zubereitung und Behandlung von Lebensmitteln verwendet
werden, AQL-Wert gemäß EN374 1.5, Farbe grün, Größe M,
Kategorie PSA Kategorie III - Irreversible Risiken, Länge
maximal 340 mm, Länge minimal 320 mm, Leistungslevel
Chemikalien und Mikroorganismen J K L O P T, Leistungslevel
Mechanische Risiken 4 1 0 1 X, Material Nitril,
Materialstärke 0,38 mm, Materialstärke Toleranz 0,05 mm,
Norm Chemikalien und Mikroorganismen EN 374 Typ A, Norm
Mechanische Risiken EN 388, 1 Paar, (Krt à 12 x 12 Paa).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-chemikalienschutzhandschuhe-nitril-pro-57-gr-m/j5XvfBtQnspnkaXjnQYFDU,https://media.igefa.de/files/images_idealclean/2134142.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Neutralreiniger SMA 3,reinigungschemie/oberflächenreinigung/neutralreiniger/neutralreiniger,SMA3 Neutralreiniger 1l (12),2173593,4024009035166,750000974,"Reinigungskonzentrat, reinigt und trocknet rückstandsfrei,
mit hervorragender Reinigungsleistung insbesondere bei Öl-
und Fettverschmutzungen, besitzt gute Netzungseigenschaften,
materialschonend, mit angenehmem Frischeduft, zur
täglichen Unterhaltsreinigung aller wasserbeständigen und
empfindlichen Materialien, Oberflächen und glänzenden
Bodenbeläge, z. B. Kunststoff, PVC, Keramik, versiegeltes
Holz, Laminat, Kunst- und Naturstein, 1 Flasche à 1 Ltr,
(Krt à 12 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-neutralreiniger-sma-3-sma3-neutralreiniger-1l-12/4t5PudeCmunAzhG2EgDUGL,https://media.igefa.de/files/images_idealclean/2173593.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Flächendesinfektion PRO 138,reinigungschemie/desinfektion/flächendesinfektion/flächendesinfektion,"gebrauchsfertig,nicht alkohol.",2149500,4024009028106,1004713434000,"Zuverlässige Desinfektion für alkoholempfindliche, wasserbeständige Oberflächen in industriellen und öffentlichen Bereichen sowie insbesondere für den Einsatz auf Kunststoff oder Acrylglas z. B. in Solarien und Fitnessstudios.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-flaechendesinfektion-pro-138-gebrauchsfertig-nicht-alkohol/6eLcHhkpAJTVHtWDoGn2NR,https://media.igefa.de/files/images_idealclean/2149500.jpg,CLEAN and CLEVER PROFESSIONAL,"schnelle Wirksamkeit, wirksam gegen Corona-Viren, frei von Aldehyden, QAV´s & Phenolen, ausgezeichnete Materialverträglichkeit, hochwirksam gegen Bakterien & Hefen"
CLEAN and CLEVER PROFESSIONAL Chemikalienschutzhandschuhe Nitril PRO 57,persönliche-schutzausrüstung-psa/handschutz/chemikalienhandschutz/chemikalienhandschutz-mit-trägermaterial,Gr.XL,2134144,4024009028892,2134144,"Chemikalienschutzhandschuhe, sehr guter Schutz durch extra
langen Schaft, hautschonend, da frei von Latexproteinen,
anatomisch geformt, mit geradem Rand, hoher Tragekomfort,
da Innenseite mit Baumwolle beflockt, schweißabsorbierend,
gute Griffsicherheit durch strukturierte Außenseite,
Mehrweg-Handschuh für den Einsatz in der professionellen
Reinigung, zum Schutz beim Hantieren mit Chemikalien sowie
gewerblichen Arbeitsschutz, persönliche Schutzausrüstung
gemäß EN 420 sowie PSA-Verordnung (EU) 2016/425, Widerstand
gegen Bakterien und Pilze gemäß EN ISO 374-5:2016, kann bei
der Zubereitung und Behandlung von Lebensmitteln verwendet
werden, AQL-Wert gemäß EN374 1.5, Farbe grün, Größe XL,
Kategorie PSA Kategorie III - Irreversible Risiken, Länge
maximal 340 mm, Länge minimal 320 mm, Leistungslevel
Chemikalien und Mikroorganismen J K L O P T, Leistungslevel
Mechanische Risiken 4 1 0 1 X, Material Nitril,
Materialstärke 0,38 mm, Materialstärke Toleranz 0,05 mm,
Norm Chemikalien und Mikroorganismen EN 374 Typ A, Norm
Mechanische Risiken EN 388, 1 Paar, (Krt à 12 x 12 Paa).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-chemikalienschutzhandschuhe-nitril-pro-57-gr-xl/vLG7KHdZSoDamDZGfF7LVC,https://media.igefa.de/files/images_idealclean/2134144.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Desinfektionsreiniger PRO 140,reinigungschemie/küchen-und-geschirrreinigung/küchenreiniger/küchendesinfektion,"für Küche, IHO-gelistet",2110814,4024009019586,1000815425021,"Ideal zur manuellen Reinigung und Desinfektion von Böden, Oberflächen und Geräten in Küchen, lebensmittelverarbeitenden Betrieben sowie im öffentlichen Bereich.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-desinfektionsreiniger-pro-140-fuer-kueche-iho-gelistet/gvaJLbmJJYVWtuziueKW4W,https://media.igefa.de/files/images_idealclean/2110814.jpg,CLEAN and CLEVER PROFESSIONAL,"Biozid-Registriernummer: N-37416, N-37417, gut abspülbar, alkali-, säure-, aldehyd- & chlorfrei, bakterizid, levurozid & begrenzt viruzid, reinigt & desinfiziert in einem Arbeitsgang, löst hervorragend Fett-, Eiweiß- sowie Pigmentverschmutzungen"
CLEAN and CLEVER SMART Seifencrème rosé SMA 91-8,waschraum-hygiene/hand-und-körperhygiene/handseife-flüssig/handseife-flüssig,Gewinde DIN 45,2117587,4024009026133,2117587,"CLEAN and CLEVER SMART Seifencreme rose SMA 91-8 ist besonders für den Einsatz in Waschräumen jeder Art (Gastronomie & Hotellerie, Bahnhöfen, Schulen etc.) geeignet.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-seifencr-me-ros-sma-91-8-gewinde-din-45/emy5JLyYPecPiwMtwSLPZZ,https://media.igefa.de/files/images_idealclean/2117587.jpg,CLEAN and CLEVER SMART,"alkali- & silikonfrei, angenehm dezente Duftnote, mit rückfettenden Eigenschaften, Hautverträglichkeit dermatologisch bestätigt, dem natürlichen pH-Wert der Haut angepasst"
CLEAN and CLEVER PROFESSIONAL Glasreiniger PRO 19,reinigungschemie/oberflächenreinigung/glasreiniger/glasreiniger,PRO19 Glasreiniger 500ml (10),2110758,4024009018992,750001015,"gebrauchsfertiger Oberflächenreiniger auf Alkoholbasis,
entfernt restlos Schmutzablagerungen sowie insbesondere
ölige und fettige Verschmutzungen und Nikotinfilme, reinigt
streifenfrei, schnell und schonend, hinterlässt einen
dauerhaften Glanz, bremst Wiederanschmutzung, mit
angenehmem Frischeduft, zur kraftvollen Reinigung von Glas-,
Spiegel-, Chrom, Edelstahl- und Kunststoffoberflächen wie
Fensterscheiben, Rahmen, Schaufenster usw. sowie sonstiger
wasser- und alkoholbeständiger Oberflächen, 1 Flasche à 500
ml, (Krt à 10 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-glasreiniger-pro-19-pro19-glasreiniger-500ml-10/k5GcbR54i6pkgjJq4vZJNN,https://media.igefa.de/files/images_idealclean/2110758.jpg,CLEAN and CLEVER PROFESSIONAL,
Kolibri Combed PREMIUM classic,medical/aufsaugende-inko/krankenunterlage/krankenunterlage,60 cm x 90 cm 1100 ml,2108235,4024009021787,I0400023,"Combed Premium Classic Krankenunterlage von Kolibri eignet sich zur besonders wirtschaftlichen Versorgung und hat eine Abmessung von 60 x 90 cm.
Produktvorteile:

Unterlagen sind schrankfertig vorgefaltet
hygienisch in Beuteln unterverpackt
besitzt ein Saugkörper aus rein-weißen, chlorfrei gebleichten Zellstoff-Flocken
dank Rautenprägung wird Flüssigkeit schnell im Saugkörper verteilt
Produkteigenschaften:
Oberseite besteht aus einem hautfreundlichen, textilähnlichen Vliesmaterial
Rückseite besteht aus einer wasserundurchlässigen Folie
Abmessung 60 x 90 cm
Saugleistung (ISO) 1100 ml",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-combed-premium-classic-60-cm-x-90-cm-1100-ml/kh9Hzx9F66VkV9JvFv3pLB,https://media.igefa.de/files/images_idealclean/2108235.jpg,Kolibri,
CLEAN and CLEVER PROFESSIONAL Wischtuchrolle PRO 252,reinigungshilfen/reinigungstücher-einweg/putz-/-wischtücher-außenabrollung/putz-/-wischtücher-außenabrollung,Industrie-/Putztuchrolle blau,2214153,4024009001673,P1673,"Industrieputztuch- / Wischtuchrolle, aus hochwertigem
Zellstoff, sehr aufnahmefähig und besonders reißfest, mit
Hülse, perforiert, geprägt, passend für handelsübliche Wand-
und Bodenspendersysteme, Verpackungsfolie mind. 50%
Rezyklat, hervorragend geeignet für einfache
Reinigungsaufgaben, z. B. zum Abwischen leicht
verschmutzter Oberflächen, Säubern von Händen und
Werkzeugen, Entfernen kleinerer Mengen verschüttetem Öl
oder Wasser, Breite Blatt 36 cm, Durchmesser Hülse 73,2 mm,
Farbe blau, 3-lagig, Länge Blatt 38 cm, Länge Gesamt 360 m,
Material Zellstoff, Öko-Label EU Ecolabel (Euro-Blume), 1
Rolle à 1000 Tu.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-wischtuchrolle-pro-252-industrie-putztuchrolle-blau/tyW6Q63MdgbaTyoGufoGFW,https://media.igefa.de/files/images_idealclean/2214153.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Seifencrème rosé SMA 91-1,waschraum-hygiene/hand-und-körperhygiene/handseife-flüssig/handseife-flüssig,SMA91-1 Seifencreme 12x500ml,2117580,4024009026065,2117580,"CLEAN and CLEVER SMART Seifencreme rose SMA 91-1 ist besonders für den Einsatz in Waschräumen jeder Art (Gastronomie & Hotellerie, Bahnhöfen, Schulen etc.) geeignet.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-seifencr-me-ros-sma-91-1-sma91-1-seifencreme-12x500ml/k9UiS8fZKdKxrhxcZGuqx7,https://media.igefa.de/files/images_idealclean/2117580.jpg,CLEAN and CLEVER SMART,"alkali- & silikonfrei, angenehm dezente Duftnote, mit rückfettenden Eigenschaften, Hautverträglichkeit dermatologisch bestätigt, dem natürlichen pH-Wert der Haut angepasst"
CLEAN and CLEVER SMART Glasreiniger SMA 19,reinigungschemie/oberflächenreinigung/glasreiniger/glasreiniger,SMA19 Glasreiniger 1l (12),2133772,4024009030796,750001009,"Reinigungskonzentrat auf Alkoholbasis, trocknet schnell und
streifenfrei, mit hervorragender Netzeigenschaft und
Reinigungswirkung, zur gründlichen und streifenfreien
Reinigung aller Glas- und Spiegelflächen sowie Rahmen, 1
Flasche à 1 Ltr, (Krt à 12 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-glasreiniger-sma-19-sma19-glasreiniger-1l-12/MGUbnf6Ff7pkicNb8qFz5V,https://media.igefa.de/files/images_idealclean/2133772.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Toilettenpapier PRO 104,waschraum-hygiene/toilettenpapier/-spender/kleinrollen-toilettenpapier/kleinrollen-toilettenpapier,PRO104 Topa hochweiß 4lg,2173703,4024009033483,411111,"Kleinrollen-Toilettenpapier, extra weich und besonders
reißfest, für den gehobenen Anspruch, perforiert, geprägt,
Abrisse 150, Breite Blatt 9,7 cm, Farbe hochweiß, 4-lagig,
Länge Blatt 12,5 cm, Material 100 % Zellstoff, Öko-Label EU
Ecolabel (Euro-Blume), PEFC™, 1 Paket à 9 x 8 Rll.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-toilettenpapier-pro-104-pro104-topa-hochweiss-4lg/sUNrYWELX3MTs6grqnfQyK,https://media.igefa.de/files/images_idealclean/2173703.jpg,CLEAN and CLEVER PROFESSIONAL,
